,name,longitude,latitude,total_pop,area,reachfactor,geometry,type,city,cluster,address,zipcode,Lat,Long,source,url,notes,URL 2,geometry_y,total,men,women
21,Espai Jove Casa Sagnier,2.143933768954298,41.40234951531677,94316.0,4550527.92,0.927,"POLYGON ((2.129935 41.398868, 2.1300689999999998 41.397231, 2.130161 41.396967, 2.13117 41.395845, 2.131536 41.395584, 2.134597 41.394145, 2.13753 41.392433, 2.137542 41.392429, 2.141401 41.392099, 2.142288 41.392039, 2.146555 41.392463, 2.149573 41.39227, 2.151336 41.392405, 2.152757 41.392627, 2.15421 41.393127, 2.156119 41.395277, 2.157243 41.396861, 2.157089 41.401216, 2.157289 41.403819, 2.15696 41.40479, 2.155665 41.40966, 2.155653 41.409692, 2.155539 41.40981, 2.154881 41.41047, 2.15396 41.411175, 2.151244 41.411903, 2.149486 41.412267, 2.145881 41.412941000000004, 2.143049 41.41262, 2.139531 41.412805, 2.136598 41.411918, 2.132454 41.409701, 2.131792 41.409267, 2.131762 41.409208, 2.130843 41.407302, 2.130135 41.401722, 2.129935 41.398868))",City Space,Barcelona,BCN,C/Jardins d’Enric Sagnier,8006.0,41.40234951531677,2.143933768954298,Ajuntament.barcelona.cat,https://ajuntament.barcelona.cat/espai-jove-casa-sagnier/ca,,,POINT (2.143933768954298 41.40234951531677),105939,50190,55750
22,EspluLab,2.090413815342521,41.37620446773471,35242.0,3101008.74,0.6317,"POLYGON ((2.077191 41.378415, 2.077501 41.376709, 2.078473 41.374278, 2.080943 41.370163, 2.081192 41.369903, 2.083717 41.369841, 2.08856 41.368947, 2.088878 41.368877, 2.094499 41.368042, 2.094937 41.368068, 2.097619 41.369557, 2.0984059999999998 41.370651, 2.10249 41.373981, 2.104576 41.375932, 2.104601 41.376291, 2.102168 41.381285, 2.101053 41.383297, 2.096388 41.384225, 2.09458 41.384337, 2.094477 41.384312, 2.094064 41.384117, 2.08824 41.38417, 2.086175 41.384571, 2.085548 41.384568, 2.085233 41.384393, 2.083431 41.382947, 2.079983 41.380574, 2.07858 41.379694, 2.07723 41.378773, 2.077191 41.378415))",City Space,Esplugues de Llobregat,BCN,"Carrer de la Riba, 36",8950.0,41.37620446773471,2.0904138153425214,Manually added,https://www.esplugues.cat/esplulab,,,POINT (2.0904138153425214 41.37620446773471),34520,16722,17799
23,Fab Lab Barcelona,2.1943351554908492,41.39692498100806,86850.0,4437452.5,0.904,"POLYGON ((2.181783 41.401494, 2.181814 41.396189, 2.181818 41.394634, 2.181969 41.39116, 2.182512 41.388045, 2.182594 41.387901, 2.182729 41.387688, 2.182745 41.387677, 2.186288 41.387211, 2.189545 41.387251, 2.192458 41.386679, 2.194172 41.38668, 2.199413 41.386923, 2.20173 41.387252, 2.201769 41.38728, 2.205352 41.390515, 2.206369 41.391261, 2.206478 41.3914, 2.20658 41.39185, 2.206919 41.395455, 2.2068659999999998 41.397321, 2.206578 41.402674, 2.205493 41.406096, 2.205303 41.406236, 2.200017 41.407745, 2.199048 41.408053, 2.194228 41.407445, 2.18904 41.40739, 2.186123 41.40658, 2.182866 41.404485, 2.182416 41.403941, 2.181872 41.40217, 2.181839 41.402056, 2.181815 41.401913, 2.181783 41.401494))",Fab Lab,Barcelona,BCN,"Carrer de Pujades, 102",8005.0,41.39692498100806,2.194335155490849,"Fablabs.io, Ajuntament.barcelona.cat",https://fablabbcn.org/,,,POINT (2.194335155490849 41.39692498100806),65175,30877,34298
24,Fab Lab Sant Cugat,2.091703597821606,41.46756916570972,4046.0,1301735.24,0.2652,"POLYGON ((2.082532 41.463096, 2.082815 41.461981, 2.083538 41.461129, 2.083863 41.460975, 2.086915 41.459845, 2.088779 41.459319, 2.091038 41.45947, 2.091464 41.459693, 2.09447 41.462939, 2.096382 41.464288, 2.0966 41.464574999999996, 2.096563 41.468064, 2.096517 41.468205, 2.09642 41.468394, 2.094267 41.470818, 2.092562 41.472066, 2.092314 41.472198, 2.090166 41.472958, 2.089808 41.472924, 2.087457 41.472313, 2.085631 41.471847, 2.085352 41.471716, 2.085134 41.471516, 2.084567 41.47014, 2.083357 41.465606, 2.082891 41.464252, 2.082533 41.463279, 2.082532 41.463096))",Fab Lab,Sant Cugat del Vallès,BCN,"Avinguda de la Torre Blanca, 57",8712.0,41.46756916570972,2.0917035978216068,Fablabs.io,,,,POINT (2.0917035978216068 41.46756916570972),3941,1928,2013
25,FabCafé Barcelona,2.17718274014759,41.39201229743223,89397.0,4443699.41,0.9053,"POLYGON ((2.164102 41.385155, 2.16416 41.385069, 2.166541 41.383883, 2.169824 41.382355, 2.171515 41.38185, 2.174756 41.381726, 2.178068 41.381784, 2.179885 41.381924, 2.181848 41.382184, 2.183268 41.382407, 2.186246 41.383154, 2.189288 41.385294, 2.189886 41.389127, 2.189987 41.391389, 2.189822 41.394804, 2.189518 41.396841, 2.189021 41.399003, 2.18887 41.399152, 2.184489 41.402425, 2.184467 41.402441, 2.183235 41.402613, 2.177731 41.402299, 2.176312 41.402404, 2.17481 41.402425, 2.170395 41.401969, 2.168034 41.401817, 2.167748 41.401704, 2.165117 41.399919, 2.165102 41.399907, 2.164993 41.399764, 2.164581 41.394344, 2.164362 41.388513, 2.164102 41.385155))",FabCafé,Barcelona,BCN,"Carrer de Bailèn, 11",8010.0,41.39201229743223,2.17718274014759,Manually added,https://fabcafe.com/es/barcelona/,,,POINT (2.17718274014759 41.39201229743223),83569,39592,43977
27,Fundació Avismón,2.1349484153425218,41.37410738070746,94273.0,4532150.3,0.9233,"POLYGON ((2.121454 41.37487, 2.121459 41.374771, 2.122036 41.373345, 2.123725 41.368263, 2.12365 41.367483, 2.12366 41.367423, 2.125197 41.366236, 2.126595 41.365309, 2.130384 41.3631, 2.130457 41.363082, 2.13425 41.362618, 2.135214 41.362566, 2.13905 41.363238, 2.141256 41.363975, 2.144446 41.366473, 2.144999 41.367539, 2.147605 41.371618, 2.149277 41.373634, 2.1495670000000002 41.374011, 2.149584 41.376092, 2.149483 41.376461, 2.148731 41.37831, 2.146514 41.381648, 2.144162 41.383739, 2.143954 41.383908, 2.143947 41.383913, 2.143314 41.384163, 2.139364 41.384833, 2.139227 41.384849, 2.135049 41.38526, 2.132564 41.385927, 2.132273 41.386006, 2.129843 41.385852, 2.129838 41.385849, 2.129818 41.385836, 2.129039 41.385012, 2.1282 41.383956, 2.12685 41.382243, 2.123474 41.379874, 2.123462 41.379867, 2.123091 41.3796, 2.123067 41.379577, 2.121655 41.376044, 2.121454 41.37487))",Foundation,Barcelona,BCN,"Carrer dels Jocs Florals, 59",8014.0,41.37410738070746,2.134948415342522,Ajuntament.barcelona.cat,http://www.avismon.org/,,,POINT (2.134948415342522 41.37410738070746),108152,51452,56700
28,Fundació CIM,2.116430878222591,41.38334184437175,77329.0,3994597.59,0.8138000000000001,"POLYGON ((2.102987 41.384357, 2.103006 41.382541, 2.103742 41.380837, 2.104113 41.380261, 2.107444 41.375479, 2.108842 41.374268, 2.109306 41.373918, 2.111926 41.373527, 2.113845 41.373723, 2.116968 41.37393, 2.120858 41.373459, 2.122182 41.3733, 2.122471 41.373348, 2.123048 41.373493, 2.125549 41.375139, 2.127769 41.379804, 2.129543 41.384663, 2.129303 41.387319, 2.128354 41.389455, 2.128308 41.389554, 2.127349 41.39019, 2.123652 41.391607, 2.121359 41.39249, 2.11802 41.393138, 2.114822 41.393889, 2.114612 41.393905, 2.112905 41.393926, 2.109835 41.393651, 2.109789 41.393643, 2.108586 41.392522, 2.104393 41.388261, 2.104106 41.387838, 2.102987 41.384357))",University Lab / Industry R&D Lab,Barcelona,BCN,C/ Llorens i Artigas 12,8028.0,41.38334184437175,2.116430878222591,Manually added,https://fundaciocim.org/,,,POINT (2.116430878222591 41.38334184437175),77076,36735,40341
29,Fundació Comtal,2.179529,41.386901285786685,91473.0,4496023.88,0.9159,"POLYGON ((2.16536 41.388603, 2.166242 41.384356, 2.166821 41.381138, 2.167059 41.379775, 2.167188 41.379659, 2.168868 41.379087, 2.173295 41.376944, 2.174999 41.376535, 2.1778589999999998 41.376126, 2.180931 41.376351, 2.1852679999999998 41.376964, 2.188405 41.377697, 2.189892 41.379161, 2.190944 41.380378, 2.193197 41.385039, 2.193291 41.385309, 2.191914 41.387763, 2.190763 41.392561, 2.190909 41.393929, 2.190693 41.394363, 2.189944 41.394958, 2.189833 41.395036, 2.1890169999999998 41.395418, 2.184384 41.397391999999996, 2.181768 41.397904, 2.18135 41.397885, 2.175455 41.397302, 2.174821 41.397108, 2.174725 41.397078, 2.171486 41.396073, 2.1687 41.395871, 2.168694 41.395868, 2.168603 41.395814, 2.168597 41.39581, 2.167453 41.394661, 2.167316 41.394457, 2.166636 41.392448, 2.165368 41.388678, 2.16536 41.388603))",Foundation,Barcelona,BCN,"Carrer Forn de la Fonda, 5",8003.0,41.386901285786685,2.179529,Ajuntament.barcelona.cat,https://comtal.org/,,,POINT (2.179529 41.386901285786685),85678,40591,45087
30,Green Fab Lab,2.133441411313727,41.45039383574725,49.0,845558.02,0.1723,"POLYGON ((2.126857 41.450915, 2.12691 41.450127, 2.130993 41.447166, 2.135024 41.44414, 2.135416 41.443917, 2.135809 41.443694, 2.1402039999999998 41.446421, 2.141643 41.44641, 2.14223 41.447058, 2.142138 41.447406, 2.138068 41.451625, 2.133083 41.453985, 2.1295669999999998 41.454446, 2.128969 41.45388, 2.127136 41.451588, 2.126994 41.451299, 2.126868 41.451002, 2.126857 41.450915))",Fab Lab,Cerdanyola del Vallès,BCN,"Ctra. BV-1415 (Horta-Cerdanyola), km 7",8290.0,41.45039383574725,2.133441411313727,Fablabs.io,,,,POINT (2.133441411313727 41.45039383574725),301,144,157
31,HP 3D Printing and Digital Manufacturing Center of Excellence,2.062887284657477,41.49364965490592,3830.0,1497860.55,0.30510000000000004,"POLYGON ((2.052279 41.492124, 2.052314 41.491766, 2.052579 41.491497, 2.052795 41.491477, 2.055919 41.491687, 2.060561 41.489476, 2.063475 41.488918, 2.06629 41.486375, 2.066794 41.485946, 2.068272 41.48516, 2.068627 41.485225, 2.069201 41.485557, 2.073399 41.488349, 2.073501 41.488694, 2.073953 41.491925, 2.073778 41.49224, 2.069776 41.495982, 2.066678 41.499454, 2.0664379999999998 41.499723, 2.063398 41.49978, 2.063038 41.499769, 2.061999 41.499645, 2.061654 41.49954, 2.060764 41.49777, 2.05625 41.493859, 2.055194 41.493292, 2.052279 41.492124))",Industry R&D Lab,Sant Cugat del Vallès,BCN,Cami de Can Graells 1-21 (Bldg BCN01),8174.0,41.49364965490592,2.062887284657477,Manually added,https://press.hp.com/us/en/press-releases/2019/hp-opens-new-3d-printing-and-digital-manufacturing-center-of-excellence.html,,,POINT (2.062887284657477 41.49364965490592),2481,1213,1268
32,IAM3DHUB / Dfactory Barcelona,2.138018746026638,41.33648723444821,28808.0,1150407.81,0.23440000000000003,"POLYGON ((2.125507 41.337352, 2.127611 41.333084, 2.127918 41.332896, 2.130427 41.332556, 2.134066 41.329592, 2.13421 41.329387, 2.135429 41.328012, 2.135738 41.327828, 2.135824 41.327783, 2.135922 41.327761, 2.137635 41.327865, 2.142136 41.331208, 2.142333 41.331511, 2.14216 41.331727, 2.142029 41.337575, 2.142139 41.337754, 2.142249 41.337933, 2.14247 41.338291, 2.142691 41.338649, 2.14465 41.341825, 2.144803 41.342075, 2.144954 41.342324, 2.145115 41.342583, 2.145275 41.342842, 2.14524 41.342899, 2.14511 41.343052, 2.144803 41.343241, 2.142125 41.342602, 2.141967 41.342527, 2.141847 41.342188, 2.141678 41.338679, 2.137975 41.336809, 2.133922 41.33576, 2.131911 41.338894, 2.130196 41.339313, 2.125626 41.337691, 2.125507 41.337352))",Incubator-Accelerator,Barcelona,BCN,"Carrer 27, 10-16 Sector BZ Zona Franca",8040.0,41.33648723444821,2.1380187460266384,Manually added,https://www.dfactorybcn.org/,,,POINT (2.1380187460266384 41.33648723444821),14971,7093,7878
35,LSCongres,2.182025968984485,41.426002192952815,95371.0,4499194.42,0.9166000000000001,"POLYGON ((2.167014 41.427727, 2.16735 41.426536, 2.167378 41.426494, 2.168085 41.425648, 2.170712 41.420634, 2.171887 41.418308, 2.171911 41.418261, 2.172977 41.416785, 2.174209 41.415737, 2.174268 41.415711, 2.174295 41.4157, 2.17433 41.415688, 2.175709 41.415244, 2.176024 41.41518, 2.181487 41.414324, 2.185889 41.414874, 2.187007 41.415093, 2.187058 41.415104, 2.190727 41.416246, 2.191208 41.416518, 2.19129 41.416582, 2.193109 41.419491, 2.194509 41.42196, 2.195139 41.425504, 2.195408 41.428204, 2.195414 41.428309, 2.193799 41.429968, 2.191741 41.431909, 2.190202 41.433307, 2.189369 41.433986, 2.1852869999999998 41.436816, 2.185135 41.436863, 2.184652 41.436952, 2.180626 41.437322, 2.178689 41.437313, 2.178606 41.437299, 2.175336 41.435978, 2.171673 41.434481, 2.171427 41.434359, 2.16985 41.432204, 2.1670249999999998 41.427802, 2.167014 41.427727))",Fab Lab,Barcelona,BCN,"Carrer del Cardenal Tedeschini, 50",8027.0,41.426002192952815,2.1820259689844854,Fablabs.io,https://fablabs.io/labs/lscongres,,,POINT (2.1820259689844854 41.426002192952815),122570,58069,64501
36,MADE Makerspace Barcelona,2.141084282475449,41.373238104403214,88740.0,4416421.99,0.8997,"POLYGON ((2.127469 41.374827, 2.12847 41.369062, 2.128476 41.368907, 2.128597 41.366888, 2.128672 41.366692, 2.128905 41.366387, 2.128962 41.366322, 2.131208 41.364809, 2.135918 41.363372, 2.138223 41.362699, 2.141525 41.362337, 2.1418 41.362347, 2.145861 41.363738, 2.146774 41.364074, 2.151233 41.367254, 2.152781 41.368484, 2.153743 41.370297, 2.155741 41.374078, 2.15604 41.375237, 2.154419 41.378908, 2.154293 41.379092, 2.154266 41.379113, 2.152353 41.38046, 2.149013 41.382788, 2.149006 41.382793, 2.146139 41.383873, 2.142642 41.384602, 2.138608 41.384257, 2.136081 41.384015, 2.135538 41.383951, 2.135479 41.383931, 2.134816 41.383555, 2.132194 41.381401, 2.131263 41.380436, 2.129789 41.378754, 2.128581 41.377287, 2.127469 41.374875, 2.127469 41.374827))",Fab Lab,Barcelona,BCN,Carrer Noguera Pallaresa 59-61,8014.0,41.373238104403214,2.141084282475449,"Fablabs.io, Hackerspaces.org, Makerspaces.make.co, Ajuntament.barcelona.cat",,,,POINT (2.141084282475449 41.373238104403214),97843,46403,51439
37,Maker Convent,2.181013540147451,41.387737414275676,87482.0,4383404.19,0.893,"POLYGON ((2.1676159999999998 41.387366, 2.168031 41.385437, 2.168483 41.380682, 2.168498 41.380668, 2.171672 41.378925, 2.174084 41.377361, 2.176748 41.37691, 2.178208 41.376873, 2.182752 41.377227, 2.188012 41.377884, 2.1881 41.377902, 2.189636 41.379128, 2.190535 41.380285, 2.191002 41.380907, 2.193379 41.385191, 2.193359 41.385381, 2.192194 41.38951, 2.192379 41.391596, 2.192922 41.393369, 2.192891 41.39354, 2.191892 41.395648, 2.191884 41.395654, 2.191858 41.395674, 2.19185 41.39568, 2.190466 41.396399, 2.185256 41.398169, 2.182515 41.398784, 2.181587 41.398953, 2.181464 41.398961, 2.176561 41.397988, 2.17505 41.397903, 2.174544 41.397892, 2.170071 41.396634, 2.170024 41.396598, 2.169526 41.396218, 2.169467 41.396065, 2.167868 41.391529, 2.167651 41.387989, 2.1676159999999998 41.387366))",Makerspace,Barcelona,BCN,Plaça de l’Acadèmia s/n,8003.0,41.38773741427568,2.1810135401474517,"Makerspaces.make.co, Ajuntament.barcelona.cat",https://conventagusti.com/maker/,,,POINT (2.1810135401474517 41.38773741427568),82532,39100,43432
39,Makers Zone BCN,2.157535855490096,41.37298180510111,86648.0,4476777.29,0.912,"POLYGON ((2.1429489999999998 41.369531, 2.143518 41.368655, 2.145026 41.366915, 2.147001 41.365147, 2.147189 41.365092, 2.149531 41.364427, 2.15243 41.363746, 2.152497 41.363746, 2.15841 41.363982, 2.158623 41.364067, 2.162186 41.365034, 2.164638 41.36478, 2.164881 41.364764, 2.16736 41.365613, 2.167748 41.365981, 2.171345 41.369531, 2.171728 41.37008, 2.171928 41.370394, 2.172436 41.372046, 2.172517 41.373914, 2.171273 41.376827, 2.169787 41.380123, 2.169475 41.380621, 2.168249 41.382203, 2.1682420000000002 41.382206, 2.163834 41.383924, 2.162918 41.38403, 2.162861 41.384034, 2.160075 41.383377, 2.156837 41.383371, 2.154491 41.383299, 2.151623 41.383058, 2.149604 41.382866, 2.146931 41.381003, 2.146381 41.380581, 2.144083 41.377148, 2.144071 41.377106, 2.1434509999999998 41.37448, 2.142959 41.369745, 2.1429489999999998 41.369531))",Makerspace,Barcelona,BCN,Carrer de Ricart 36,8004.0,41.37298180510111,2.157535855490096,Ajuntament.barcelona.cat,https://mzbcn.es/,,,POINT (2.157535855490096 41.37298180510111),82566,39117,43450
46,Punt Multimedia FAB Casa del Mig,2.140514455999282,41.37698885014896,91882.0,4342148.62,0.8846,"POLYGON ((2.126916 41.377653, 2.127171 41.372662, 2.127357 41.372427, 2.128132 41.371463, 2.128747 41.370723, 2.129395 41.369947, 2.129542 41.369773, 2.132964 41.367645, 2.137973 41.366612, 2.139825 41.36639, 2.140213 41.366367, 2.143749 41.366379, 2.145274 41.366986, 2.149884 41.369211, 2.1518639999999998 41.370061, 2.15419 41.373985, 2.15451 41.376692, 2.154498 41.376728, 2.152535 41.382236, 2.152047 41.384275, 2.151858 41.38443, 2.148872 41.386664, 2.147137 41.387254, 2.144567 41.388115, 2.142682 41.388143, 2.137934 41.387394, 2.135898 41.387316, 2.132899 41.386181, 2.132428 41.385889, 2.130416 41.382077, 2.126942 41.377681, 2.126916 41.377653))",City Space,Barcelona,BCN,"Carrer de Muntadas, 5",8014.0,41.37698885014896,2.140514455999282,Ajuntament.barcelona.cat,https://www.puntmultimedia.org/,,,POINT (2.140514455999282 41.37698885014896),101812,48237,53575
47,Punt Multimedia La Marina,2.141575611310696,41.35827229815483,65902.0,3656085.89,0.7448,"POLYGON ((2.130229 41.353636, 2.131776 41.350385, 2.131874 41.350337, 2.135145 41.349051, 2.137702 41.348294, 2.140909 41.347645, 2.146868 41.346957, 2.14819 41.347123, 2.149008 41.348024, 2.149782 41.348981, 2.150951 41.351051, 2.152457 41.354321, 2.153047 41.357974, 2.154737 41.360483, 2.154712 41.360633, 2.15463 41.360858, 2.152573 41.36332, 2.151557 41.363733, 2.147083 41.366583, 2.146541 41.367153, 2.146536 41.367154, 2.141641 41.367185, 2.140407 41.367556, 2.140184 41.367632, 2.139883 41.367664, 2.139233 41.367686, 2.135706 41.367685, 2.13226 41.364819, 2.130307 41.359703, 2.13037 41.354301, 2.130229 41.353636))",City Space,Barcelona,BCN,Casa del Rellotge,8037.0,41.35827229815483,2.141575611310696,Ajuntament.barcelona.cat,https://puntmultimedialamarina.cat/,,,POINT (2.141575611310696 41.35827229815483),53930,25682,28248
48,Punt Òmnia Casal Cívic Barcelona - Verdum - Fundació Pare Manel,2.175498282477786,41.444393125834125,69295.0,3882192.34,0.7909,"POLYGON ((2.160623 41.441187, 2.160625 41.441168, 2.160887 41.440176, 2.161629 41.438219, 2.161701 41.43812, 2.1645469999999998 41.436209, 2.164588 41.436192, 2.164679 41.436157, 2.164721 41.436142, 2.167089 41.43559, 2.1719559999999998 41.433925, 2.17225 41.433874, 2.173755 41.433846, 2.176386 41.43418, 2.182078 41.435142, 2.182219 41.435171, 2.185482 41.437798, 2.18575 41.438017, 2.18823 41.441312, 2.190291 41.445161, 2.191123 41.446728, 2.191121 41.446764, 2.191089 41.446814, 2.188202 41.450398, 2.186512 41.452559, 2.184761 41.453422, 2.181976 41.45375, 2.177861 41.453211, 2.176765 41.453075, 2.175513 41.451984, 2.171684 41.448163, 2.1675240000000002 41.448758, 2.164936 41.44843, 2.161647 41.445353, 2.160688 41.444424, 2.160649 41.444354, 2.160623 41.441187))",City Space,Barcelona,BCN,"Carrer Luz Casanova, 8",8042.0,41.444393125834125,2.175498282477786,Manually added,https://xarxaomnia.gencat.cat/punt-omnia/punt-mnia-casal-c-vic-barcelona-verdum-fundaci-pare-manel,,,POINT (2.175498282477786 41.444393125834125),80042,37921,42121
49,Racó.net del Guinardó,2.173612855461628,41.41642633255901,91676.0,4592848.06,0.9356000000000001,"POLYGON ((2.159166 41.414607, 2.159253 41.413401, 2.159253 41.4134, 2.161372 41.410541, 2.16315 41.407663, 2.1632379999999998 41.407562, 2.163415 41.407395, 2.163964 41.407237, 2.164693 41.407054, 2.16588 41.406887, 2.170019 41.406316, 2.173874 41.405936, 2.174997 41.405971, 2.176614 41.406181, 2.180675 41.406738, 2.183207 41.407054, 2.184652 41.407254, 2.184655 41.407257, 2.184862 41.407448, 2.186826 41.410742, 2.186838 41.410793, 2.18685 41.410869, 2.187168 41.413727, 2.1871140000000002 41.415207, 2.186833 41.421004, 2.186433 41.423026, 2.186382 41.423191, 2.184233 41.424899, 2.183134 41.425713, 2.18308 41.425751, 2.181247 41.426907, 2.178826 41.427351, 2.175611 41.427565, 2.172839 41.428165, 2.172838 41.428165, 2.17264 41.428196, 2.171507 41.427924, 2.169848 41.427502, 2.167088 41.42584, 2.166528 41.425437, 2.163157 41.42171, 2.160984 41.418553, 2.160533 41.417847, 2.159682 41.416416, 2.159166 41.414607))",City Space,Barcelona,BCN,"Ronda Guinardó, 113-141",8041.0,41.41642633255901,2.1736128554616285,Ajuntament.barcelona.cat,https://ajuntament.barcelona.cat/ccivics/guinardo/raconet/,,,POINT (2.1736128554616285 41.41642633255901),105697,50075,55622
50,RavalFab / Colectic,2.164598368982968,41.37881289202178,101992.0,4723762.22,0.9623,"POLYGON ((2.150808 41.376652, 2.15157 41.373026, 2.154826 41.369693, 2.15558 41.369433, 2.160614 41.367844, 2.163649 41.369137, 2.166707 41.368194, 2.171192 41.369537, 2.174034 41.37067, 2.175976 41.371543, 2.178242 41.373438, 2.178404 41.373635, 2.178609 41.377093, 2.178974 41.380281, 2.178241 41.384256, 2.178206 41.384414, 2.177133 41.386438, 2.177129 41.386441, 2.176972 41.386539, 2.176967 41.386542, 2.1733729999999998 41.387812, 2.170636 41.388257, 2.167065 41.38995, 2.166948 41.38995, 2.163579 41.389924, 2.159736 41.389789, 2.159653 41.389787, 2.1544119999999998 41.388172, 2.15405 41.388055, 2.153962 41.387993, 2.153938 41.387975, 2.153852 41.387912, 2.152669 41.38693, 2.152625 41.386888, 2.152598 41.386783, 2.152371 41.385079, 2.151247 41.379767, 2.150808 41.376652))",Fab Lab,Barcelona,BCN,"Carrer dels Salvador, 8",8001.0,41.37881289202178,2.164598368982968,Ajuntament.barcelona.cat,https://colectic.coop/projecte/ravalfab,,,POINT (2.164598368982968 41.37881289202178),105317,49895,55422
53,Soko Tech,2.188882597820186,41.42453540945304,91433.0,4354755.22,0.8871,"POLYGON ((2.174851 41.424714, 2.174888 41.423775, 2.175497 41.42255, 2.177078 41.417738, 2.179814 41.415102, 2.180426 41.414627, 2.180563 41.414543, 2.183688 41.413199, 2.18726 41.41224, 2.18779 41.412284, 2.193593 41.413408, 2.194096 41.413454, 2.194493 41.413744, 2.194908 41.414057, 2.195233 41.414311, 2.199912 41.417838, 2.2015000000000002 41.418854, 2.201792 41.419254, 2.201936 41.424447, 2.201526 41.425144, 2.198556 41.42603, 2.196161 41.429816, 2.197244 41.431983, 2.197172 41.432205, 2.194143 41.434423, 2.192947 41.434824, 2.189715 41.435771, 2.189701 41.435773, 2.187326 41.435513, 2.184433 41.435024, 2.1804 41.434115, 2.179629 41.433611, 2.17935 41.433333, 2.178082 41.431669, 2.175523 41.428702, 2.17536 41.428316, 2.175349 41.428273, 2.174851 41.424714))",Fab Lab,Barcelona,BCN,"Carrer de Vallès i Ribot, 36",8027.0,41.42453540945304,2.1888825978201867,"Fablabs.io, Ajuntament.barcelona.cat",https://soko.tech/,,,POINT (2.1888825978201867 41.42453540945304),106562,50485,56077
58,TMDC,2.199644726656069,41.42674586957263,61950.0,3199320.67,0.6518,"POLYGON ((2.189317 41.423872, 2.189318 41.42382, 2.190102 41.422958, 2.190799 41.422155, 2.193191 41.419237, 2.193211 41.416622, 2.193224 41.416608, 2.193941 41.416198, 2.195712 41.416029, 2.200005 41.416137, 2.202218 41.41615, 2.206492 41.416163, 2.206727 41.416197, 2.210368 41.417103, 2.21096 41.417419, 2.211252 41.417677, 2.211262 41.417689, 2.212332 41.423339, 2.212236 41.425645, 2.211768 41.427814, 2.2103 41.432025, 2.209676 41.434245, 2.209037 41.43528, 2.208684 41.435783, 2.208683 41.435785, 2.20528 41.436338, 2.204981 41.436306, 2.202588 41.435528, 2.200397 41.432756, 2.196941 41.432702, 2.195138 41.433056, 2.194891 41.433018, 2.194838 41.432961, 2.193639 41.43103, 2.19139 41.425707, 2.189906 41.424428, 2.189359 41.423961, 2.189317 41.423872))",Makerspace,Barcelona,BCN,"Rambla de Prim, 258",8020.0,41.42674586957263,2.199644726656069,Ajuntament.barcelona.cat,https://www.tmdc.es/,,,POINT (2.199644726656069 41.42674586957263),60874,28972,31901
60,W!LAB,2.014245119250698,41.31567763555224,32853.0,4455381.4,0.9076000000000001,"POLYGON ((1.9996 41.311588, 2.000592 41.309807, 2.004805 41.306745, 2.004809 41.306743, 2.010376 41.305698, 2.012102 41.305, 2.01409 41.304896, 2.017939 41.305353, 2.020262 41.305237, 2.024245 41.306485, 2.024879 41.306702, 2.02569 41.308959, 2.026615 41.311555, 2.027754 41.315689, 2.027777 41.320329, 2.027776 41.320334, 2.026506 41.321722, 2.024382 41.323309, 2.019596 41.324998, 2.015341 41.325309, 2.010459 41.325432, 2.008302 41.325774, 2.005961 41.325288, 2.005846 41.325246, 2.005445 41.32502, 2.002539 41.32228, 2.002189 41.320916, 2.000431 41.315997, 1.9996 41.311591, 1.9996 41.311588))",Fab Lab,Viladecans,BCN,"Parc de Can Xic, 1",8840.0,41.31567763555224,2.014245119250698,Fablabs.io,https://fablabs.io/labs/wilab,,,POINT (2.014245119250698 41.31567763555224),35951,17883,18068
63,Fundació Pare Manel,2.175101047092812,41.44456425814069,68317.0,3879843.49,0.7904,"POLYGON ((2.160298 41.443033, 2.16122 41.437935, 2.16445 41.436294, 2.165133 41.436038, 2.166584 41.435637, 2.171765 41.434015, 2.172005 41.43398, 2.173436 41.434013, 2.176242 41.434313, 2.180558 41.435426, 2.184198 41.436687, 2.18516 41.437958, 2.188233 41.441321, 2.191227 41.446143, 2.1912409999999998 41.446179, 2.191121 41.446764, 2.189222 41.449217, 2.187261 41.451495, 2.184862 41.453468, 2.1820019999999998 41.453768, 2.176765 41.453075, 2.175513 41.451984, 2.171684 41.448163, 2.169618 41.448697, 2.1675240000000002 41.448758, 2.164936 41.44843, 2.160712 41.445084, 2.160529 41.444895, 2.160298 41.443033))",Foundation,Barcelona,BCN,"Via Favència, 244",8042.0,41.44456425814069,2.175101047092812,Ajuntament.barcelona.cat,http://www.paremanel.org/,,,POINT (2.175101047092812 41.44456425814069),79558,37691,41867
